start_free_XBT,0.01640851
start_free_XBT,0.01640851
time,2018-07-06 01:09:19.508287,free XBT,0.01640671,reward,-1.7999999999997185e-06
time,2018-07-06 01:09:30.069115,free XBT,0.01640671,reward,-1.7999999999997185e-06
time,2018-07-06 01:09:39.706401,free XBT,0.01640672,reward,-1.7900000000015126e-06
time,2018-07-06 01:09:52.533434,free XBT,0.01640828,reward,-2.300000000003688e-07
time,2018-07-06 01:10:01.922899,free XBT,0.01640828,reward,-2.300000000003688e-07
time,2018-07-06 01:10:13.298765,free XBT,0.01640828,reward,-2.300000000003688e-07
time,2018-07-06 01:10:25.233623,free XBT,0.01640653,reward,-1.980000000002119e-06
time,2018-07-06 01:10:38.327189,free XBT,0.0164048,reward,-3.7100000000005184e-06
time,2018-07-06 01:10:52.017269,free XBT,0.0164063,reward,-2.2100000000024878e-06
time,2018-07-06 01:11:04.751999,free XBT,0.0164063,reward,-2.2100000000024878e-06
time,2018-07-06 01:11:16.212181,free XBT,0.0164063,reward,-2.2100000000024878e-06
time,2018-07-06 01:11:25.985661,free XBT,0.0164063,reward,-2.2100000000024878e-06
time,2018-07-06 01:11:41.152789,free XBT,0.01640457,reward,-3.940000000000887e-06
time,2018-07-06 01:11:55.487357,free XBT,0.01640283,reward,-5.680000000000962e-06
time,2018-07-06 01:12:07.310284,free XBT,0.01640094,reward,-7.570000000001881e-06
time,2018-07-06 01:12:20.254782,free XBT,0.01639921,reward,-9.30000000000028e-06
time,2018-07-06 01:12:33.223234,free XBT,0.01639709,reward,-1.1420000000001568e-05
time,2018-07-06 01:12:45.051606,free XBT,0.01639536,reward,-1.3149999999999967e-05
time,2018-07-06 01:12:56.204137,free XBT,0.01639393,reward,-1.4580000000000148e-05
time,2018-07-06 01:13:09.499792,free XBT,0.01639228,reward,-1.6230000000002492e-05
time,2018-07-06 01:13:20.108688,free XBT,0.01639052,reward,-1.799000000000245e-05
time,2018-07-06 01:13:34.351754,free XBT,0.01638879,reward,-1.9720000000000848e-05
time,2018-07-06 01:13:45.624872,free XBT,0.01638705,reward,-2.1460000000000923e-05
time,2018-07-06 01:13:56.339268,free XBT,0.01638506,reward,-2.3450000000001248e-05
time,2018-07-06 01:14:06.924089,free XBT,0.01638341,reward,-2.5100000000000122e-05
time,2018-07-06 01:14:17.694866,free XBT,0.01638164,reward,-2.6870000000001754e-05
